,book_title,author,num_ratings,average_rating,5_star_reviews
2679,These Happy Golden Years,Laura Ingalls Wilder,74995,4.21,35196
2680,First Grave on the Right,Darynda Jones,88041,4.03,35191
2681,The Laughing Corpse,Laurell K. Hamilton,85960,4.12,35186
2682,George's Marvellous Medicine,Roald Dahl,92630,4.03,35161
2683,The Fifth Elephant,Terry Pratchett,73447,4.30,35146
2684,Bad Feminist,Roxane Gay,113438,3.93,35120
2685,Identical,Ellen Hopkins,63727,4.30,35117
2686,Deity,Jennifer L. Armentrout,66486,4.33,35117
2687,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,136213,3.71,35113
2688,Son,Lois Lowry,103342,3.99,35086
2689,Congo,Michael Crichton,171514,3.62,35069
2690,All About Love: New Visions,bell hooks,88769,4.06,35047
2691,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,87423,4.05,35020
2692,Les Fleurs du Mal,Charles Baudelaire,73560,4.20,34994
2693,Sula,Toni Morrison,100210,4.03,34935
2694,What Is the What,Dave Eggers,84878,4.14,34918
2695,Hounded,Kevin Hearne,87914,4.10,34918
2696,From Sand and Ash,Amy Harmon,62760,4.38,34846
2697,Grave Mercy,Robin LaFevers,105755,3.89,34841
2698,The Deep End of the Ocean,Jacquelyn Mitchard,120429,3.87,34841
2699,Paranormalcy,Kiersten White,98418,3.88,34815
2700,The Complete Calvin and Hobbes,Bill Watterson,40335,4.81,34805
2701,Lick,Kylie Scott,89728,4.06,34766
2702,The Circle,Dave Eggers,218337,3.43,34734
2703,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,93129,3.98,34708
2704,The Dragonet Prophecy,Tui T. Sutherland,67398,4.24,34694
2705,Magician: Master,Raymond E. Feist,72585,4.25,34688
2706,Cursor's Fury,Jim Butcher,67819,4.36,34678
2707,The Sorrows of Young Werther,Johann Wolfgang von Goethe,132286,3.69,34677
2708,The House of Mirth,Edith Wharton,98316,3.97,34667
2709,Burned,Ellen Hopkins,66852,4.25,34655
2710,The Great Dune Trilogy,Frank Herbert,61424,4.37,34643
2711,The Power of Your Subconscious Mind,Joseph Murphy,76670,4.08,34643
2712,The Sparrow,Mary Doria Russell,75887,4.14,34632
2713,The Sorceress,Michael Scott,83903,4.12,34628
2714,Harrow the Ninth,Tamsyn Muir,66879,4.30,34617
2715,"84, Charing Cross Road",Helene Hanff,83977,4.16,34590
2716,10% Happier,Dan   Harris,108012,3.92,34581
2717,If You Give a Pig a Pancake,Laura Joffe Numeroff,65306,4.26,34568
2718,Fire and Ice,Erin Hunter,62507,4.36,34548
2719,Noughts & Crosses,Malorie Blackman,74447,4.19,34540
2720,Sweet Evil,Wendy Higgins,77069,4.08,34537
2721,Let it Snow,John Green,150321,3.68,34490
2722,"The Sandman, Vol. 9: The Kindly Ones",Neil Gaiman,50950,4.59,34459
2723,Eating Animals,Jonathan Safran Foer,78077,4.21,34447
2724,The Girls,Emma Cline,218371,3.50,34410
2725,After Dark,Haruki Murakami,164107,3.74,34394
2726,The Camel Club,David Baldacci,92545,4.06,34379
2727,Fearless Fourteen,Janet Evanovich,94984,4.05,34323
2728,Captain's Fury,Jim Butcher,66937,4.37,34303
2729,The Woods,Harlan Coben,100953,4.06,34271
2730,The Rose & the Dagger,Renée Ahdieh,94269,4.04,34263
2731,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoevsky,76773,4.19,34258
2732,Bound by Honor,Cora Reilly,105713,3.80,34251
2733,El laberinto de los espíritus,Carlos Ruiz Zafón,53441,4.53,34234
2734,The Prince and the Pauper,Mark Twain,119702,3.87,34219
2735,Every Which Way But Dead,Kim Harrison,70906,4.28,34216
2736,The Waste Land and Other Poems,T.S. Eliot,69192,4.22,34193
2737,This Savage Song,V.E.  Schwab,102181,4.04,34185
2738,Dry,Augusten Burroughs,95620,4.03,34184
2739,Monstrous Regiment,Terry Pratchett,73290,4.23,34184
2740,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,117191,3.84,34166
2741,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,79652,4.11,34164
2742,Persepolis 2: The Story of a Return,Marjane Satrapi,75427,4.22,34155
2743,Pani Jeziora,Andrzej Sapkowski,83029,4.10,34137
2744,Don't Sweat the Small Stuff ... and It's All Small Stuff: Simple Ways to Keep the Little Things From Taking Over Your Life,Richard Carlson,93292,4.00,34129
2745,America (The Book): A Citizen's Guide to Democracy Inaction,Jon   Stewart,95961,4.01,34121
2746,True Colors,Kristin Hannah,97035,4.04,34111
2747,The Darkest Hour,Erin Hunter,51155,4.54,34103
2748,Thief of Time,Terry Pratchett,72165,4.27,34096
2749,Lords and Ladies,Terry Pratchett,79743,4.20,34062
2750,"South of the Border, West of the Sun",Haruki Murakami,129275,3.86,34054
2751,Cyrano de Bergerac,Edmond Rostand,84686,4.06,34049
2752,Daughter of the Forest,Juliet Marillier,65616,4.28,34045
2753,First Lord's Fury,Jim Butcher,63178,4.39,34018
2754,The Black Stallion,Walter Farley,73716,4.19,34010
2755,Counting by 7s,Holly Goldberg Sloan,81051,4.14,34001
2756,Warm Bodies,Isaac Marion,106375,3.91,33999
2757,The Lottery,Shirley Jackson,90858,4.06,33985
2758,A Song of Ice and Fire,George R.R. Martin,47401,4.62,33983
2759,Pollyanna,Eleanor H. Porter,87149,4.01,33982
2760,Switched,Amanda Hocking,100082,3.87,33981
2761,You Are Special,Max Lucado,52553,4.45,33979
2762,Kürk Mantolu Madonna,Sabahattin Ali,58781,4.41,33978
2763,The Statistical Probability of Love at First Sight,Jennifer E. Smith,122643,3.75,33963
2764,By the Shores of Silver Lake,Laura Ingalls Wilder,78188,4.17,33954
2765,Ten Tiny Breaths,K.A. Tucker,81406,4.09,33946
2766,The Glass Menagerie,Tennessee Williams,133939,3.73,33926
2767,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,82295,3.92,33905
2768,Only the Good Spy Young,Ally Carter,67108,4.29,33890
2769,The First to Die at the End,Adam Silvera,82483,4.02,33889
2770,The Mindf*ck Series,S.T. Abby,46742,4.63,33876
2771,The Empire of Gold,S.A. Chakraborty,55708,4.50,33860
2772,The Millennium Trilogy,Stieg Larsson,55643,4.47,33831
2773,The Player of Games,Iain M. Banks,72853,4.28,33826
2774,The Library Book,Susan Orlean,115485,3.89,33823
2775,Four Past Midnight,Stephen King,110055,3.95,33781
2776,With the Fire on High,Elizabeth Acevedo,85091,4.18,33722
2777,Daughter of the Moon Goddess,Sue Lynn Tan,86369,4.11,33712
2778,In Flight,R.K. Lilley,78331,4.07,33663
2779,You've Reached Sam,Dustin Thao,132216,3.63,33640
2780,Peace Like a River,Leif Enger,90842,4.01,33634
2781,Kingdom of the Feared,Kerri Maniscalco,107170,3.87,33626
2782,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Tony Robbins,71282,4.15,33625
2783,See Me,Nicholas Sparks,94972,4.00,33615
2784,Maisie Dobbs,Jacqueline Winspear,111402,3.92,33614
2785,The First Fifteen Lives of Harry August,Claire North,89103,4.03,33600
2786,The First Fifteen Lives of Harry August,Claire North,89083,4.03,33593
2787,Tales from the Shadowhunter Academy,Cassandra Clare,69538,4.31,33585
2788,Hunting Ground,Patricia Briggs,70338,4.28,33581
2789,Magic Rises,Ilona Andrews,58617,4.45,33576
2790,Summer Sisters,Judy Blume,111629,3.86,33563
2791,"Night World, No. 3",L.J. Smith,65631,4.20,33558
2792,Summer Sisters,Judy Blume,111595,3.86,33554
2793,The Demon King,Cinda Williams Chima,77072,4.16,33551
2794,Amy & Roger's Epic Detour,Morgan Matson,93754,3.98,33527
2795,A Grimm Warning,Chris Colfer,55776,4.46,33521
2796,Anathem,Neal Stephenson,71651,4.17,33499
2797,The Thief Lord,Cornelia Funke,97930,3.98,33475
2798,The Bride,Julie Garwood,66958,4.23,33444
2799,The Valley of Horses,Jean M. Auel,89930,4.03,33438
2800,61 Hours,Lee Child,90571,4.12,33436
2801,Forest of Secrets,Erin Hunter,57010,4.42,33426
2802,Persuader,Lee Child,90432,4.13,33421
2803,Motorcycle Man,Kristen Ashley,57258,4.38,33390
2804,Beautiful Oblivion,Jamie McGuire,79153,4.08,33379
2805,Bet Me,Jennifer Crusie,93008,3.93,33367
2806,Trickster's Choice,Tamora Pierce,66069,4.26,33358
2807,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,109734,3.79,33352
2808,The Street Lawyer,John Grisham,116331,3.88,33336
2809,Till We Have Faces,C.S. Lewis,70556,4.19,33316
2810,The Twelve,Justin Cronin,100714,4.02,33309
2811,Faith of the Fallen,Terry Goodkind,72259,4.10,33285
2812,Birdsong,Sebastian Faulks,78977,4.10,33266
2813,Hamilton: The Revolution,Lin-Manuel Miranda,52903,4.45,33250
2814,Heist Society,Ally Carter,93349,3.92,33246
2815,The Girl Before,J.P. Delaney,156592,3.70,33241
2816,Our Violent Ends,Chloe Gong,65221,4.32,33231
2817,The Foxhole Court,Nora Sakavic,81536,4.02,33219
2818,The Secret of the Nagas,Amish Tripathi,89872,4.10,33203
2819,The President Is Missing,Bill Clinton,116503,3.85,33197
2820,Only Time Will Tell,Jeffrey Archer,90139,4.10,33190
2821,Knowing God,J.I. Packer,58519,4.32,33186
2822,3rd Degree,James Patterson,93767,4.06,33185
2823,Making Money,Terry Pratchett,71745,4.26,33147
2824,The Trumpet of the Swan,E.B. White,77960,4.10,33137
2825,Don't Judge a Girl by Her Cover,Ally Carter,72051,4.20,33129
2826,Dance Upon the Air,Nora Roberts,71639,4.21,33116
2827,Wayward Son,Rainbow Rowell,107437,3.91,33077
2828,Landline,Rainbow Rowell,167303,3.54,33068
2829,The Heart of Betrayal,Mary E. Pearson,81042,4.18,33068
2830,Shadow Me,Tahereh Mafi,101815,4.00,33057
2831,The Stationery Shop,Marjan Kamali,79909,4.22,33039
2832,Corelli’s Mandolin,Louis de Bernières,86940,4.02,33024
2833,Intensity,Dean Koontz,85568,4.04,33021
2834,"Act Your Age, Eve Brown",Talia Hibbert,89249,4.11,33021
2835,The Call of the Wild / White Fang,Jack London,77475,4.12,33020
2836,Scott Pilgrim vs. The World,Bryan Lee O'Malley,70038,4.24,32990
2837,Erak's Ransom,John Flanagan,63985,4.33,32981
2838,Princeps' Fury,Jim Butcher,64256,4.37,32976
2839,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,59230,4.42,32960
2840,Assistant to the Villain,Hannah Nicole Maehrer,99549,3.90,32941
2841,Inkdeath,Cornelia Funke,87891,3.97,32936
2842,Without Remorse,Tom Clancy,71705,4.21,32921
2843,The Hard Way,Lee Child,83492,4.19,32918
2844,The Late Show,Michael Connelly,89005,4.11,32875
2845,Hunger,Michael  Grant,86928,4.02,32866
2846,Ice Planet Barbarians,Ruby Dixon,142448,3.64,32849
2847,The Mad Ship,Robin Hobb,67930,4.30,32846
2848,The Wind Through the Keyhole,Stephen King,84006,4.14,32806
2849,Once There Were Wolves,Charlotte McConaghy,86705,4.10,32764
2850,The Lunatic Cafe,Laurell K. Hamilton,79128,4.13,32758
2851,Tikki Tikki Tembo,Arlene Mosel,64592,4.20,32739
2852,Hannibal,Thomas  Harris,107437,3.81,32738
2853,Flash Boys: A Wall Street Revolt,Michael   Lewis,84266,4.14,32730
2854,Calamity,Brandon Sanderson,82117,4.18,32723
2855,The Diviners,Libba Bray,98514,3.94,32721
2856,4th of July,James Patterson,89255,4.10,32678
2857,Halt's Peril,John Flanagan,58870,4.39,32672
2858,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,103468,3.85,32665
2859,Castle of Wizardry,David Eddings,76532,4.17,32657
2860,Practical Magic,Alice Hoffman,134141,3.73,32628
2861,Practical Magic,Alice Hoffman,134072,3.73,32612
2862,The Prison Healer,Lynette Noni,76914,4.20,32607
2863,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,86388,4.05,32570
2864,Papillon,Henri Charrière,70143,4.23,32524
2865,Rose Madder,Stephen King,114621,3.75,32494
2866,Gild,Raven Kennedy,152806,3.59,32488
2867,The Last Coyote,Michael Connelly,76865,4.25,32486
2868,Exile,Shannon Messenger,53111,4.48,32481
2869,The Last Coyote,Michael Connelly,76849,4.25,32481
2870,Kingdom Come,Mark Waid,62650,4.26,32480
2871,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,57796,4.41,32475
2872,Hinds' Feet on High Places,Hannah Hurnard,56141,4.33,32469
2873,I'm Thinking of Ending Things,Iain Reid,157010,3.56,32459
2874,The Maltese Falcon,Dashiell Hammett,107473,3.88,32451
2875,The Greatest Salesman in the World,Og Mandino,64393,4.21,32443
2876,Reconstructing Amelia,Kimberly McCreight,132659,3.83,32435
2877,The Arrival,Shaun Tan,56838,4.35,32393
2878,Holding Up the Universe,Jennifer Niven,130859,3.70,32364
2879,The Queen of the Tearling,Erika Johansen,95223,3.99,32317
2880,Silver Shadows,Richelle Mead,61239,4.34,32307
2881,The Fountains of Silence,Ruta Sepetys,68495,4.31,32299
2882,Finger Lickin' Fifteen,Janet Evanovich,90728,4.02,32275
2883,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss,66606,4.17,32275
2884,Fueled,K. Bromberg,52354,4.46,32240
2885,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,134529,3.65,32205
2886,Six Crimson Cranes,Elizabeth Lim,77377,4.21,32183
2887,The Brass Verdict,Michael Connelly,82899,4.21,32176
2888,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,75300,4.08,32166
2889,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,89521,3.99,32112
2890,Terrier,Tamora Pierce,68336,4.16,32100
2891,Driven,K. Bromberg,61821,4.24,32096
2892,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,72151,4.10,32061
2893,"Stamped: Racism, Antiracism, and You",Jason Reynolds,51567,4.48,32053
2894,The Beekeeper's Apprentice,Laurie R. King,83300,4.05,32035
2895,Notes on an Execution,Danya Kukafka,92101,4.08,32021
2896,Max,James Patterson,74369,4.06,32020
2897,Shopaholic Takes Manhattan,Sophie Kinsella,123529,3.78,32014
2898,Emperor Mage,Tamora Pierce,63727,4.28,32005
2899,The Art of Loving,Erich Fromm,80953,4.01,31998
2900,Burn for Me,Ilona Andrews,61987,4.31,31995
2901,Nosotros en la Luna,Alice Kellen,71255,4.14,31991
2902,Slave to Sensation,Nalini Singh,74652,4.09,31970
2903,Child 44,Tom Rob Smith,85581,4.10,31948
2904,Gender Queer,Maia Kobabe,60591,4.28,31941
2905,Everything's Eventual,Stephen King,101615,3.97,31918
2906,Hallowed,Cynthia Hand,75162,4.09,31916
2907,Masquerade,Melissa de la Cruz,91064,3.91,31889
2908,The Dharma Bums,Jack Kerouac,94844,3.93,31883
2909,The Vanishing Stair,Maureen Johnson,91024,4.15,31859
2910,Seriously... I'm Kidding,Ellen DeGeneres,109569,3.68,31828
2911,Wither,Lauren DeStefano,99980,3.80,31824
2912,"I, Claudius",Robert Graves,66895,4.25,31815
2913,Nevermoor: The Trials of Morrigan Crow,Jessica Townsend,64733,4.33,31802
2914,Once Burned,Jeaniene Frost,69052,4.19,31800
2915,Fool's Assassin,Robin Hobb,56244,4.41,31799
2916,Echo Burning,Lee Child,94831,4.04,31779
2917,Gandhi: An Autobiography,Mahatma Gandhi,70791,4.10,31760
2918,At Home: A Short History of Private Life,Bill Bryson,94072,3.99,31740
2919,Bright Side,Kim Holden,55543,4.30,31737
2920,The Spy Coast,Tess Gerritsen,62606,4.36,31732
2921,Revival,Stephen King,126714,3.80,31711
2922,Temple of the Winds,Terry Goodkind,81227,4.03,31704
2923,"The Sandman, Vol. 10: The Wake",Neil Gaiman,50237,4.52,31686
2924,Olivia,Ian Falconer,64757,4.15,31678
2925,The Lady of the Rivers,Philippa Gregory,85109,4.04,31677
2926,"No, David!",David Shannon,59884,4.16,31655
2927,Leviathan,Scott Westerfeld,92321,3.92,31641
2928,Obsidio,Amie Kaufman,53716,4.46,31631
2929,Academ's Fury,Jim Butcher,70279,4.27,31627
2930,The Kill Artist,Daniel Silva,83844,4.02,31591
2931,Down and Out in Paris and London,George Orwell,88498,4.09,31582
2932,If You Give a Moose a Muffin,Laura Numeroff,62601,4.20,31581
2933,The Heroes,Joe Abercrombie,62700,4.33,31547
2934,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,80128,4.05,31543
2935,Prowadź swój pług przez kości umarłych,Olga Tokarczuk,101950,3.96,31535
2936,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,101949,3.96,31535
2937,Twisted Perfection,Abbi Glines,67219,4.23,31526
2938,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,101896,3.96,31517
2939,The Marriage Bargain,Jennifer Probst,111041,3.79,31514
2940,Tiger's Curse,Colleen Houck,64362,4.05,31512
2941,The Jungle Books,Rudyard Kipling,87534,4.01,31506
2942,Black Hawk Down: A Story of Modern War,Mark Bowden,64630,4.30,31490
2943,Life,Keith Richards,94142,3.89,31489
2944,The Once and Future Witches,Alix E. Harrow,83959,4.05,31468
2945,Hunting Prince Dracula,Kerri Maniscalco,73528,4.21,31464
2946,My Side of the Mountain,Jean Craighead George,77878,4.09,31445
2947,Fugitive Telemetry,Martha Wells,68352,4.31,31418
2948,Lightlark,Alex Aster,103129,3.81,31397
2949,Captive Prince,C.S. Pacat,96917,3.80,31372
2950,Still Missing,Chevy Stevens,91616,4.00,31348
2951,Marina,Carlos Ruiz Zafón,77804,4.12,31347
2952,The Emperor of Nihon-Ja,John Flanagan,54209,4.42,31343
2953,The Fall of the House of Usher and Other Tales,Edgar Allan Poe,73734,4.17,31306
2954,Terre promise,R.A. Salvatore,68069,4.22,31305
2955,Sojourn,R.A. Salvatore,68059,4.22,31299
2956,Wir Kinder vom Bahnhof Zoo,Christiane V. Felscherinow,62022,4.33,31292
2957,"Take a Hint, Dani Brown",Talia Hibbert,99527,4.02,31290
2958,The Accidental Tourist,Anne Tyler,105020,3.90,31269
2959,Starcrossed,Josephine Angelini,73338,4.05,31264
2960,The Killing Dance,Laurell K. Hamilton,73196,4.13,31233
2961,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,105218,3.87,31232
2962,Dragon Rider,Cornelia Funke,83447,3.99,31224
2963,El día que dejó de nevar en Alaska,Alice Kellen,53660,4.44,31199
2964,Jewels of the Sun,Nora Roberts,65796,4.22,31184
2965,The Long Dark Tea-Time of the Soul,Douglas Adams,86445,4.04,31158
2966,Percy Jackson and the Olympians,Rick Riordan,45017,4.54,31142
2967,Out of the Silent Planet,C.S. Lewis,95446,3.93,31140
2968,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,76557,3.85,31108
2969,The Winds of War,Herman Wouk,57175,4.38,31094
2970,A House in the Sky,Amanda Lindhout,65177,4.26,31082
2971,A Stranger in the House,Shari Lapena,144662,3.69,31078
2972,Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,69448,4.02,30997
2973,Griffin & Sabine,Nick Bantock,69445,4.02,30995
2974,Kiss an Angel,Susan Elizabeth Phillips,64844,4.18,30961
2975,Confluence,Tsugumi Ohba,51390,4.48,30934
2976,Under Locke,Mariana Zapata,90694,3.92,30918
2977,The Redbreast,Jo Nesbø,102922,3.94,30905
2978,Skulduggery Pleasant,Derek Landy,67060,4.18,30880
2979,How to Be a Woman,Caitlin Moran,109012,3.72,30869
2980,As Long as the Lemon Trees Grow,Zoulfa Katouh,49786,4.51,30838
2981,Theft of Swords,Michael J. Sullivan,69019,4.23,30833
2982,Shiloh,Phyllis Reynolds Naylor,85869,3.96,30829
2983,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim,77325,4.01,30810
2984,The Cask of Amontillado,Edgar Allan Poe,79668,4.08,30806
2985,The Tea Dragon Society,Kay O'Neill,58720,4.35,30783
2986,Bloody Bones,Laurell K. Hamilton,74991,4.12,30767
2987,Trickster's Queen,Tamora Pierce,59931,4.28,30762
2988,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,78937,4.06,30733
2989,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,64163,4.15,30718
2990,Just One Day,Gayle Forman,85081,3.98,30687
2991,"Berserk, Vol. 1",Kentaro Miura,47752,4.48,30684
2992,"Ender's Game, Volume 1: Battle School",Christopher Yost,50647,4.43,30683
2993,The Children of Húrin,J.R.R. Tolkien,84047,4.03,30674
2994,Glory in Death,J.D. Robb,65978,4.27,30673
2995,Awake at Dawn,C.C. Hunter,62115,4.25,30653
2996,The Bookstore Sisters,Alice Hoffman,75024,4.03,30638
2997,A ​Sky Beyond the Storm,Sabaa Tahir,60394,4.31,30631
2998,The Iliad / The Odyssey,Homer,76215,4.06,30617
2999,"Out of Sight, Out of Time",Ally Carter,56365,4.33,30606
3000,The Dovekeepers,Alice Hoffman,76937,4.06,30592
3001,In the Afterlight,Alexandra Bracken,64664,4.24,30574
3002,Blue Dahlia,Nora Roberts,73160,4.13,30538
3003,Written in Red,Anne Bishop,61158,4.25,30535
3004,Blue Dahlia,Nora Roberts,73154,4.13,30534
3005,The King,J.R. Ward,54933,4.37,30516
3006,Fates and Furies,Lauren Groff,139340,3.58,30506
3007,Fable,Adrienne Young,94185,4.03,30491
3008,Little Bear,Else Holmelund Minarik,58419,4.25,30488
3009,Fox in Socks,Dr. Seuss,64035,4.10,30471
3010,"The Sandman, Vol. 8: Worlds' End",Neil Gaiman,52502,4.45,30461
3011,Heir of Novron,Michael J. Sullivan,49710,4.51,30447
