,book_title,author,num_ratings,average_rating,5_star_reviews,book_author
273,The Adventures of Huckleberry Finn,Mark Twain,1268383,3.83,387098,The Adventures of Huckleberry Finn - Mark Twain
274,The Grapes of Wrath,John Steinbeck,910438,4.01,383690,The Grapes of Wrath - John Steinbeck
275,The Grapes of Wrath,John Steinbeck,910225,4.01,383590,The Grapes of Wrath - John Steinbeck
276,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,878018,4.17,383135,"Tomorrow, and Tomorrow, and Tomorrow - Gabrielle Zevin"
277,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,753491,4.26,380857,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch - Terry Pratchett"
278,Una vita come tante,Hanya Yanagihara,635677,4.33,378522,Una vita come tante - Hanya Yanagihara
279,A Little Life,Hanya Yanagihara,635342,4.33,378328,A Little Life - Hanya Yanagihara
280,Charlie and the Chocolate Factory,Roald Dahl,854671,4.16,378316,Charlie and the Chocolate Factory - Roald Dahl
281,A Little Life,Hanya Yanagihara,635218,4.33,378259,A Little Life - Hanya Yanagihara
282,A Little Life,Hanya Yanagihara,635032,4.33,378154,A Little Life - Hanya Yanagihara
283,The Wise Man’s Fear,Patrick Rothfuss,559713,4.55,378059,The Wise Man’s Fear - Patrick Rothfuss
284,Beach Read,Emily Henry,1131882,4.01,377880,Beach Read - Emily Henry
285,The Host,Stephenie Meyer,1008724,3.86,377332,The Host - Stephenie Meyer
286,Paper Towns,John Green,1364102,3.71,376233,Paper Towns - John Green
287,El camino de los reyes,Brandon Sanderson,500807,4.66,373109,El camino de los reyes - Brandon Sanderson
288,The Way of Kings,Brandon Sanderson,500546,4.66,372916,The Way of Kings - Brandon Sanderson
289,The Wicked King,Holly Black,770169,4.30,372189,The Wicked King - Holly Black
290,Hamlet,William Shakespeare,957747,4.02,371782,Hamlet - William Shakespeare
291,The Mark of Athena,Rick Riordan,605477,4.47,371133,The Mark of Athena - Rick Riordan
292,The Old Man and the Sea,Ernest Hemingway,1155560,3.80,370834,The Old Man and the Sea - Ernest Hemingway
293,La casa sul mare celeste,T.J. Klune,641868,4.41,369179,La casa sul mare celeste - T.J. Klune
294,The House in the Cerulean Sea,T.J. Klune,641377,4.41,368931,The House in the Cerulean Sea - T.J. Klune
295,The Bell Jar,Sylvia Plath,973367,4.06,368618,The Bell Jar - Sylvia Plath
296,The Bell Jar,Sylvia Plath,972841,4.06,368432,The Bell Jar - Sylvia Plath
297,Fifty Shades Darker,E.L. James,913454,3.83,368347,Fifty Shades Darker - E.L. James
298,Anna Karenina,Leo Tolstoy,852282,4.09,366231,Anna Karenina - Leo Tolstoy
299,Project Hail Mary,Andy Weir,580419,4.51,365104,Project Hail Mary - Andy Weir
300,Project Hail Mary,Andy Weir,579871,4.51,364806,Project Hail Mary - Andy Weir
301,The Queen of Nothing,Holly Black,693193,4.36,363656,The Queen of Nothing - Holly Black
302,Sharp Objects,Gillian Flynn,1050324,4.02,363456,Sharp Objects - Gillian Flynn
303,Sharp Objects,Gillian Flynn,1049860,4.02,363288,Sharp Objects - Gillian Flynn
304,The Boy in the Striped Pajamas,John Boyne,836533,4.16,362230,The Boy in the Striped Pajamas - John Boyne
305,Things We Never Got Over,Lucy Score,783616,4.17,360991,Things We Never Got Over - Lucy Score
306,To All the Boys I've Loved Before,Jenny Han,904159,4.04,360241,To All the Boys I've Loved Before - Jenny Han
307,Bossypants,Tina Fey,1008448,3.96,358053,Bossypants - Tina Fey
308,Bossypants,Tina Fey,1008297,3.96,358002,Bossypants - Tina Fey
309,Fifty Shades Freed,E.L. James,859148,3.83,355584,Fifty Shades Freed - E.L. James
310,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,744081,4.16,351751,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change - Stephen R. Covey
311,The Goldfinch,Donna Tartt,930218,3.95,351711,The Goldfinch - Donna Tartt
312,The Road,Cormac McCarthy,910150,3.99,349972,The Road - Cormac McCarthy
313,The Deal,Elle Kennedy,735239,4.24,348125,The Deal - Elle Kennedy
314,The Deal,Elle Kennedy,734762,4.24,347931,The Deal - Elle Kennedy
315,The Odyssey,Homer,1086314,3.81,347665,The Odyssey - Homer
316,Emma,Jane Austen,890600,4.05,347657,Emma - Jane Austen
317,Dio di illusioni,Donna Tartt,754393,4.17,346174,Dio di illusioni - Donna Tartt
318,The Secret History,Donna Tartt,753999,4.17,346009,The Secret History - Donna Tartt
319,The Secret History,Donna Tartt,753873,4.17,345951,The Secret History - Donna Tartt
320,Outliers: The Story of Success,Malcolm Gladwell,790308,4.19,345525,Outliers: The Story of Success - Malcolm Gladwell
321,A Christmas Carol,Charles Dickens,843850,4.08,343568,A Christmas Carol - Charles Dickens
322,Th1rteen R3asons Why,Jay Asher,973520,3.85,342623,Th1rteen R3asons Why - Jay Asher
323,La metamorfosis,Franz Kafka,1070188,3.87,342261,La metamorfosis - Franz Kafka
324,The Metamorphosis,Franz Kafka,1069705,3.87,342111,The Metamorphosis - Franz Kafka
325,A Dance with Dragons,George R.R. Martin,654953,4.34,340429,A Dance with Dragons - George R.R. Martin
326,The Color Purple,Alice Walker,689768,4.27,338756,The Color Purple - Alice Walker
327,The Color Purple,Alice Walker,689548,4.27,338650,The Color Purple - Alice Walker
328,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,756037,4.19,337859,The Guernsey Literary and Potato Peel Pie Society - Mary Ann Shaffer
329,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,755875,4.19,337785,The Guernsey Literary and Potato Peel Pie Society - Mary Ann Shaffer
330,La sombra del viento,Carlos Ruiz Zafón,639595,4.30,337338,La sombra del viento - Carlos Ruiz Zafón
331,The Shadow of the Wind,Carlos Ruiz Zafón,639421,4.30,337227,The Shadow of the Wind - Carlos Ruiz Zafón
332,The Poisonwood Bible,Barbara Kingsolver,746145,4.10,337098,The Poisonwood Bible - Barbara Kingsolver
333,The Four Winds,Kristin Hannah,682871,4.30,336757,The Four Winds - Kristin Hannah
334,Catch-22,Joseph Heller,833366,3.99,336112,Catch-22 - Joseph Heller
335,Malibu Rising,Taylor Jenkins Reid,1033017,4.04,335370,Malibu Rising - Taylor Jenkins Reid
336,A Time to Kill,John Grisham,802497,4.11,334234,A Time to Kill - John Grisham
337,A Tale of Two Cities,Charles Dickens,950332,3.87,333312,A Tale of Two Cities - Charles Dickens
338,The Son of Neptune,Rick Riordan,594906,4.41,332866,The Son of Neptune - Rick Riordan
339,The Girl Who Kicked the Hornet’s Nest,Stieg Larsson,737205,4.24,332493,The Girl Who Kicked the Hornet’s Nest - Stieg Larsson
340,A Court of Frost and Starlight,Sarah J. Maas,1220947,3.77,329698,A Court of Frost and Starlight - Sarah J. Maas
341,A Court of Frost and Starlight,Sarah J. Maas,1220645,3.77,329626,A Court of Frost and Starlight - Sarah J. Maas
342,Before We Were Yours,Lisa Wingate,612931,4.40,328652,Before We Were Yours - Lisa Wingate
343,The Chronicles of Narnia,C.S. Lewis,653742,4.27,328008,The Chronicles of Narnia - C.S. Lewis
344,Clockwork Prince,Cassandra Clare,554028,4.42,327792,Clockwork Prince - Cassandra Clare
345,People We Meet on Vacation,Emily Henry,1153388,3.88,327528,People We Meet on Vacation - Emily Henry
346,Watchmen,Alan Moore,559822,4.38,325251,Watchmen - Alan Moore
347,One Flew Over the Cuckoo’s Nest,Ken Kesey,734678,4.20,325153,One Flew Over the Cuckoo’s Nest - Ken Kesey
348,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,605292,4.31,323785,Aristotle and Dante Discover the Secrets of the Universe - Benjamin Alire Sáenz
349,Siddhartha,Hermann Hesse,775517,4.07,323631,Siddhartha - Hermann Hesse
350,East of Eden,John Steinbeck,542045,4.41,322148,East of Eden - John Steinbeck
351,milk and honey,Rupi Kaur,731565,3.98,321585,milk and honey - Rupi Kaur
352,Misery,Stephen King,703266,4.21,321182,Misery - Stephen King
353,Misery,Stephen King,703073,4.21,321095,Misery - Stephen King
354,If I Stay,Gayle Forman,909838,3.92,317775,If I Stay - Gayle Forman
355,Heartstopper: Volume Two,Alice Oseman,492196,4.54,317204,Heartstopper: Volume Two - Alice Oseman
356,Beautiful Disaster,Jamie McGuire,685057,4.01,316761,Beautiful Disaster - Jamie McGuire
357,The One,Kiera Cass,691401,4.15,315837,The One - Kiera Cass
358,The Immortal Life of Henrietta Lacks,Rebecca Skloot,738462,4.12,314668,The Immortal Life of Henrietta Lacks - Rebecca Skloot
359,We Were Liars,E. Lockhart,1152927,3.67,313656,We Were Liars - E. Lockhart
360,Persuasion,Jane Austen,705734,4.15,313018,Persuasion - Jane Austen
361,A Feast for Crows,George R.R. Martin,733800,4.16,312588,A Feast for Crows - George R.R. Martin
362,Diary of a Wimpy Kid 1,Jeff Kinney,697917,3.98,311194,Diary of a Wimpy Kid 1 - Jeff Kinney
363,Diary of a Wimpy Kid,Jeff Kinney,697772,3.98,311130,Diary of a Wimpy Kid - Jeff Kinney
364,Flowers for Algernon,Daniel Keyes,676219,4.21,311023,Flowers for Algernon - Daniel Keyes
365,The Adventures of Tom Sawyer,Mark Twain,940014,3.92,310743,The Adventures of Tom Sawyer - Mark Twain
366,American Dirt,Jeanine Cummins,577496,4.37,309645,American Dirt - Jeanine Cummins
367,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,853477,4.01,309641,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything - Steven D. Levitt
368,Room,Emma Donoghue,805621,4.08,308499,Room - Emma Donoghue
369,Room,Emma Donoghue,805527,4.08,308462,Room - Emma Donoghue
370,Clockwork Princess,Cassandra Clare,446581,4.56,308131,Clockwork Princess - Cassandra Clare
371,The Very Hungry Caterpillar,Eric Carle,512184,4.33,307009,The Very Hungry Caterpillar - Eric Carle
372,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,800820,4.06,306216,Wild: From Lost to Found on the Pacific Crest Trail - Cheryl Strayed
373,Bridget Jones’s Diary,Helen Fielding,985006,3.80,302992,Bridget Jones’s Diary - Helen Fielding
374,Rebecca,Daphne du Maurier,632878,4.24,302041,Rebecca - Daphne du Maurier
375,Rebecca,Daphne du Maurier,632672,4.24,301948,Rebecca - Daphne du Maurier
376,The Inheritance Games,Jennifer Lynn Barnes,728253,4.16,301630,The Inheritance Games - Jennifer Lynn Barnes
377,Ignite Me,Tahereh Mafi,484933,4.47,301434,Ignite Me - Tahereh Mafi
378,The Inheritance Games,Jennifer Lynn Barnes,727518,4.16,301392,The Inheritance Games - Jennifer Lynn Barnes
379,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,816353,4.00,301289,The Tipping Point: How Little Things Can Make a Big Difference - Malcolm Gladwell
380,A Gentleman in Moscow,Amor Towles,550907,4.33,300963,A Gentleman in Moscow - Amor Towles
381,Vampire Academy,Richelle Mead,646316,4.11,299031,Vampire Academy - Richelle Mead
382,Lolita,Vladimir Nabokov,854223,3.88,297538,Lolita - Vladimir Nabokov
383,Macbeth,William Shakespeare,903785,3.89,296966,Macbeth - William Shakespeare
384,House of Sky and Breath,Sarah J. Maas,476012,4.50,296591,House of Sky and Breath - Sarah J. Maas
385,Hopeless,Colleen Hoover,577288,4.25,296507,Hopeless - Colleen Hoover
386,Hopeless,Colleen Hoover,577054,4.25,296405,Hopeless - Colleen Hoover
387,"Hush, Hush",Becca Fitzpatrick,706812,3.93,294164,"Hush, Hush - Becca Fitzpatrick"
388,From Blood and Ash,Jennifer L. Armentrout,582565,4.23,292102,From Blood and Ash - Jennifer L. Armentrout
389,Shatter Me,Tahereh Mafi,899614,3.86,291863,Shatter Me - Tahereh Mafi
390,Shatter Me,Tahereh Mafi,899308,3.86,291788,Shatter Me - Tahereh Mafi
391,Heartstopper: Volume Three,Alice Oseman,435135,4.57,289770,Heartstopper: Volume Three - Alice Oseman
392,Coraline,Neil Gaiman,696966,4.12,289750,Coraline - Neil Gaiman
393,The Red Tent,Anita Diamant,600531,4.20,288716,The Red Tent - Anita Diamant
394,Allegiant,Veronica Roth,1057549,3.60,288153,Allegiant - Veronica Roth
395,Shadow and Bone,Leigh Bardugo,966269,3.93,287661,Shadow and Bone - Leigh Bardugo
396,"Rich Dad, Poor Dad",Robert T. Kiyosaki,624455,4.12,286272,"Rich Dad, Poor Dad - Robert T. Kiyosaki"
397,Happy Place,Emily Henry,834391,4.01,286006,Happy Place - Emily Henry
398,Fangirl,Rainbow Rowell,747375,3.95,284889,Fangirl - Rainbow Rowell
399,Words of Radiance,Brandon Sanderson,355368,4.76,283791,Words of Radiance - Brandon Sanderson
400,Anxious People,Fredrik Backman,641014,4.18,283118,Anxious People - Fredrik Backman
401,Anxious People,Fredrik Backman,641001,4.18,283113,Anxious People - Fredrik Backman
402,11.22.63,Stephen King,544509,4.34,282352,11.22.63 - Stephen King
403,11/22/63,Stephen King,544401,4.34,282287,11/22/63 - Stephen King
404,The Cat in the Hat,Dr. Seuss,542964,4.19,281339,The Cat in the Hat - Dr. Seuss
405,The Vanishing Half,Brit Bennett,759315,4.15,281289,The Vanishing Half - Brit Bennett
406,Me Talk Pretty One Day,David Sedaris,700057,4.01,278697,Me Talk Pretty One Day - David Sedaris
407,The House of Hades,Rick Riordan,418060,4.57,277881,The House of Hades - Rick Riordan
408,The Hero of Ages,Brandon Sanderson,432923,4.54,277563,The Hero of Ages - Brandon Sanderson
409,Love and Other Words,Christina Lauren,581720,4.27,277330,Love and Other Words - Christina Lauren
410,The Five People You Meet in Heaven,Mitch Albom,723390,3.99,276629,The Five People You Meet in Heaven - Mitch Albom
411,The Elite,Kiera Cass,776406,3.95,276264,The Elite - Kiera Cass
412,I Know Why the Caged Bird Sings,Maya Angelou,533325,4.29,276116,I Know Why the Caged Bird Sings - Maya Angelou
413,Angela’s Ashes,Frank McCourt,630788,4.15,273717,Angela’s Ashes - Frank McCourt
414,The Firm,John Grisham,717510,4.08,271619,The Firm - John Grisham
415,The Firm,John Grisham,717464,4.08,271598,The Firm - John Grisham
416,The Silence of the Lambs,Thomas  Harris,550218,4.24,271499,The Silence of the Lambs - Thomas  Harris
417,In Cold Blood,Truman Capote,662745,4.09,270698,In Cold Blood - Truman Capote
418,The Devil Wears Prada,Lauren Weisberger,891348,3.80,269902,The Devil Wears Prada - Lauren Weisberger
419,Harry Potter and the Cursed Child. Parts One and Two,J.K. Rowling,1025762,3.49,268750,Harry Potter and the Cursed Child. Parts One and Two - J.K. Rowling
420,Harry Potter and the Cursed Child: Parts One and Two,J.K. Rowling,1025649,3.49,268726,Harry Potter and the Cursed Child: Parts One and Two - J.K. Rowling
421,A Clockwork Orange,Anthony Burgess,714726,4.00,266960,A Clockwork Orange - Anthony Burgess
422,A Clockwork Orange,Anthony Burgess,714623,4.00,266924,A Clockwork Orange - Anthony Burgess
423,Demon Copperhead,Barbara Kingsolver,419750,4.51,266339,Demon Copperhead - Barbara Kingsolver
424,The Assassin's Blade,Sarah J. Maas,612463,4.24,265858,The Assassin's Blade - Sarah J. Maas
425,The Assassin's Blade,Sarah J. Maas,611372,4.24,265445,The Assassin's Blade - Sarah J. Maas
426,Heartstopper: Volume Four,Alice Oseman,382455,4.61,264571,Heartstopper: Volume Four - Alice Oseman
427,Heartstopper: Volume Four,Alice Oseman,382366,4.61,264511,Heartstopper: Volume Four - Alice Oseman
428,The Shack,William Paul Young,653557,3.83,264300,The Shack - William Paul Young
429,The Shack,William Paul Young,653556,3.83,264300,The Shack - William Paul Young
430,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,578416,4.15,264248,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban - Malala Yousafzai
431,One of Us Is Lying,Karen M. McManus,856936,3.94,263762,One of Us Is Lying - Karen M. McManus
432,One of Us Is Lying,Karen M. McManus,856923,3.94,263756,One of Us Is Lying - Karen M. McManus
433,One of Us Is Lying,Karen M. McManus,856578,3.94,263657,One of Us Is Lying - Karen M. McManus
434,Fight Club,Chuck Palahniuk,594398,4.19,262899,Fight Club - Chuck Palahniuk
435,Fight Club,Chuck Palahniuk,594274,4.19,262855,Fight Club - Chuck Palahniuk
436,Tower of Dawn,Sarah J. Maas,552663,4.27,261458,Tower of Dawn - Sarah J. Maas
437,Middlesex,Jeffrey Eugenides,640270,4.03,261154,Middlesex - Jeffrey Eugenides
438,Tower of Dawn,Sarah J. Maas,551874,4.27,261082,Tower of Dawn - Sarah J. Maas
439,Bared to You,Sylvia Day,528239,4.14,260396,Bared to You - Sylvia Day
440,A Light in the Attic,Shel Silverstein,448639,4.36,259312,A Light in the Attic - Shel Silverstein
441,Murder on the Orient Express,Agatha Christie,627128,4.20,258989,Murder on the Orient Express - Agatha Christie
442,Icebreaker,Hannah  Grace,758655,3.88,256963,Icebreaker - Hannah  Grace
443,City of Lost Souls,Cassandra Clare,533259,4.22,255587,City of Lost Souls - Cassandra Clare
444,Number the Stars,Lois Lowry,570557,4.19,254053,Number the Stars - Lois Lowry
445,The Devil in the White City,Erik Larson,686181,4.00,253098,The Devil in the White City - Erik Larson
446,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,686018,4.00,253043,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America - Erik Larson"
447,Great Expectations,Charles Dickens,805941,3.79,252930,Great Expectations - Charles Dickens
448,How the Grinch Stole Christmas!,Dr. Seuss,415431,4.38,252759,How the Grinch Stole Christmas! - Dr. Seuss
449,How the Grinch Stole Christmas!,Dr. Seuss,415318,4.38,252671,How the Grinch Stole Christmas! - Dr. Seuss
450,The Perfect Marriage,Jeneva Rose,686133,3.97,252390,The Perfect Marriage - Jeneva Rose
451,The Last Song,Nicholas Sparks,555543,4.16,251905,The Last Song - Nicholas Sparks
452,All the Bright Places,Jennifer Niven,568253,4.13,251603,All the Bright Places - Jennifer Niven
453,The Hating Game,Sally  Thorne,720516,3.89,251354,The Hating Game - Sally  Thorne
454,The Hating Game,Sally  Thorne,720235,3.89,251288,The Hating Game - Sally  Thorne
455,Foundation,Isaac Asimov,541908,4.17,249815,Foundation - Isaac Asimov
456,The Art of Racing in the Rain,Garth Stein,521940,4.23,249802,The Art of Racing in the Rain - Garth Stein
457,Regretting You,Colleen Hoover,606063,4.13,249331,Regretting You - Colleen Hoover
458,Carrie,Stephen King,727150,3.99,248750,Carrie - Stephen King
459,The Eye of the World,Robert Jordan,534055,4.19,247956,The Eye of the World - Robert Jordan
460,The Well of Ascension,Brandon Sanderson,475440,4.38,247749,The Well of Ascension - Brandon Sanderson
461,City of Fallen Angels,Cassandra Clare,603421,4.08,247673,City of Fallen Angels - Cassandra Clare
462,"Oh, The Places You'll Go!",Dr. Seuss,408558,4.36,246180,"Oh, The Places You'll Go! - Dr. Seuss"
463,"Oh, the Places You’ll Go!",Dr. Seuss,408449,4.36,246096,"Oh, the Places You’ll Go! - Dr. Seuss"
464,The Unhoneymooners,Christina Lauren,847255,3.91,246040,The Unhoneymooners - Christina Lauren
465,Twisted Games,Ana Huang,606548,4.12,245493,Twisted Games - Ana Huang
466,Mere Christianity,C.S. Lewis,416294,4.35,244534,Mere Christianity - C.S. Lewis
467,Dear John,Nicholas Sparks,599474,4.04,243990,Dear John - Nicholas Sparks
468,Twisted Love,Ana Huang,903582,3.73,243501,Twisted Love - Ana Huang
469,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,508481,4.24,241386,Into Thin Air: A Personal Account of the Mt. Everest Disaster - Jon Krakauer
470,The Alice Network,Kate Quinn,497695,4.32,241296,The Alice Network - Kate Quinn
471,The Godfather,Mario Puzo,422506,4.39,241145,The Godfather - Mario Puzo
472,Girl with a Pearl Earring,Tracy Chevalier,738579,3.93,240930,Girl with a Pearl Earring - Tracy Chevalier
